TANGGAL,Bandar_Buat,Limau_Manih_UNAND,Lubuk_Minturun,Nanggalo,Parak_Karakah,Tambang_Semen_Padang,Teluk_Bayur,Water_Plan_Semen_Padang
2017-10-12,0.6281431233928416,11.527548275344357,2.0,35.0,4.0,6.454673095282851,10.839183340580293,7.600957024078147
2017-10-13,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-14,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-15,21.706782095424348,23.198835240311055,57.0,44.0,0.0,16.542722033472444,33.16246203645267,40.898822952926515
2017-10-16,4.2,0.8,0.0,0.0,39.0,3.6,0.0,3.0
2017-10-17,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-18,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-19,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-20,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-21,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-22,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-23,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-24,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-25,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-26,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-27,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-28,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-29,4.287330898743886,7.754895154952,20.0,7.0,0.0,11.272985966720903,8.29022650413794,11.818458937294965
2017-10-30,17.368122546117252,8.875034594894794,5.0,16.0,17.0,11.6187477560072,24.789829489851222,16.85421774655192
2017-10-31,2.620972083460296,14.327595438299452,1.0,14.0,13.0,19.336917489912757,15.977020786743546,29.697438374968584
2017-11-01,5.6,0.4,0.0,1.0,0.0,2.6,0.6,2.8
2017-11-02,18.404396456474437,30.4733496731353,33.0,19.0,25.0,23.849481408206675,15.51494138328395,22.52484398125404
2017-11-03,32.10529389949633,37.03653205648762,44.0,47.0,36.0,40.06147790847654,26.403842275919562,46.016022484249966
2017-11-04,18.373524430296897,27.315987037802092,6.0,14.0,29.0,37.695647922069696,22.725891034235225,26.513043289628026
2017-11-05,2.6338184342847737,4.6459656562662115,5.0,4.0,4.0,8.197167058708658,2.315851667309799,7.873470295533329
2017-11-06,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-11-07,49.23849590908997,66.2470921717241,68.0,67.0,75.0,50.017674057467694,54.73108360087488,43.48678074332619
2017-11-08,89.79522517124927,78.36762548994689,84.0,95.0,103.0,55.70848711626452,93.50189563035956,54.124386942481124
2017-11-09,8.042877324914162,5.851933556916236,4.0,4.0,3.0,18.29112587400519,2.714953727831277,14.777668088755398
2017-11-10,8.042877324914162,5.851933556916236,4.0,4.0,3.0,18.29112587400519,2.714953727831277,14.777668088755398
2017-11-11,35.91413847785047,33.07614425346844,25.0,49.0,38.0,21.736422694765306,36.152401192867295,48.454964324624726
2017-11-12,0.0,2.985074626865674,0.0,2.0,2.0,3.95348837209299,2.828358208955187,2.16119402985072
2017-11-13,13.562130175379826,13.542774007754257,29.0,14.0,1.0,7.555414775026591,2.979906268195001,17.40834429375233
2017-11-14,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-11-15,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-11-16,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-11-17,0.817205932366852,17.4028585143795,6.0,12.0,1.0,2.6559652315453985,7.780785330260025,9.967195636435214
2017-11-18,3.2486594586740742,9.543176768188943,12.0,40.0,11.0,32.29924323784167,16.571878004865187,18.385217254516057
2017-11-19,17.624422869972317,29.676775284258273,47.0,1.0,54.0,40.80667959018586,30.701569690319975,45.607449999265825
2017-11-20,0.0,3.0,9.0,0.0,1.0,4.0,0.0,8.0
2017-11-21,21.349316001949656,36.08632304471363,7.0,18.0,8.0,29.171686156195104,16.14435541580428,25.798714443539488
2017-11-22,13.916340978026659,21.881521928024117,5.0,4.0,1.0,7.101494301957164,25.462130059843677,17.070999223093608
2017-11-23,68.79021706197507,108.40587674534272,94.0,131.0,111.0,70.83903163328355,100.37413240201103,54.843005833365325
2017-11-24,38.12162646105502,52.64478615387763,5.0,10.0,37.0,52.56598402656701,42.858936136995084,67.37816996677921
2017-11-25,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-11-26,15.125721862997652,21.623708561542173,72.0,42.0,37.0,37.702099003706735,22.089527407892692,28.8244847722819
2017-11-27,14.152563876644807,25.505667958851788,0.0,15.0,18.0,27.460523308574864,15.904195463221976,41.240850369885905
2017-11-28,72.3963022789678,72.13609805819016,76.0,168.0,110.0,39.55875739881863,75.61177256416542,35.80592071693014
2017-11-29,32.78873494131502,42.99824933805618,40.0,36.0,34.0,38.25376524876846,55.93154112486639,40.818135106251646
2017-11-30,15.816191107185151,20.984805776504576,20.0,17.0,18.0,15.376000929950603,15.151278594720257,26.68100344475131
2017-12-01,8.043804977738219,20.00692695005205,20.0,0.0,18.0,12.194593169347927,11.89081172710256,21.326293194976063
2017-12-02,5.259147096201926,2.6042644976891376,15.0,34.0,4.0,6.235126020339794,2.613077207676918,5.245027390927837
2017-12-03,38.513452876011286,38.61995456987393,30.0,43.0,32.0,28.919154610807823,52.73176942793152,41.33269635723922
2017-12-04,4.799727355132861,40.541742524943835,25.0,2.0,26.0,28.044025827024225,20.02124471185957,35.289821191998186
2017-12-05,7.9688779705841215,6.786901718654737,5.0,22.0,10.0,6.09898822028455,11.214500209676414,7.123440580852174
2017-12-06,3.19140895644661,21.403201385162255,17.0,8.0,7.0,9.920586252947855,7.626333865776022,11.271960682958087
2017-12-07,2.2881380369093205,1.2013458961478491,0.0,4.0,8.0,7.43979962572258,4.8038690494207295,10.577340503172072
2017-12-08,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-12-09,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-12-10,25.704014735758076,14.08343866996888,22.0,0.0,12.0,19.942651666450235,8.046016858477032,18.65716505373018
2017-12-11,0.0,0.8,0.0,12.0,0.0,0.0,30.4,0.0
2017-12-12,0.0,0.8,0.0,9.0,0.0,0.0,8.4,2.8
2017-12-13,6.8,6.4,1.0,0.0,0.0,2.2,0.0,0.8
2017-12-14,7.919517935347634,11.402280030646153,10.0,1.0,7.0,5.954624415000229,8.111551607774688,8.59292423887856
2017-12-15,0.0,0.8,0.0,9.0,0.0,0.0,8.4,2.8
2017-12-16,0.0,0.0,0.0,2.0,3.0,0.0,2.7,0.0
2017-12-17,3.3582494932490246,24.165552766928354,0.0,69.0,50.0,26.36810576742598,29.660879835734953,21.323262216676348
2017-12-18,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2017-12-19,3.6650147302502143,16.439344676967902,40.0,2.0,18.0,31.017122480627528,8.6270194659745,23.69244027202676
2017-12-20,3.80807893377158,7.405390540973743,1.0,7.0,7.0,5.042145865337402,11.63756087020484,5.208978130207509
2017-12-21,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-12-22,1.8899369917492868,12.414615915792155,0.0,8.0,10.0,7.686743297620018,14.060527811518579,12.723722344314103
2017-12-23,22.66775220398461,41.63203368148722,69.0,49.0,45.0,35.2945252532688,66.18012129716807,43.64958660661348
2017-12-24,41.390013123762316,35.83590435307898,52.0,2.0,57.0,41.47949195835467,41.29713199849102,40.786101667672014
2017-12-25,5.024915566834969,14.186764623296462,9.0,6.0,18.0,8.099209736177476,8.58649765105413,11.356432950495579
2017-12-26,16.556171391383334,17.868570442772988,13.0,27.0,71.0,18.220528906421205,15.954364811390224,15.763962038991934
2017-12-27,37.60090743795379,53.57841235186721,42.0,25.0,36.0,31.0237140983842,37.39578336665659,34.9609400862816
2017-12-28,0.0,0.8,0.0,36.0,0.0,0.6,0.2,0.4
2017-12-29,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-12-30,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-12-31,16.93515302625509,21.936104784996704,14.0,0.0,15.0,10.258359526564206,9.281097101600729,16.39312523504816
2018-01-01,37.0,0.0,52.0,18.0,11.5,87.0,11.0,107.0
2018-01-02,0.0,0.0,0.0,5.0,5.2,2.0,38.0,9.0
2018-01-03,20.0,0.0,32.0,26.0,22.7,16.0,6.0,19.0
2018-01-04,7.0,0.0,0.0,10.0,7.5,7.0,15.0,10.0
2018-01-05,8.0,0.0,0.0,5.0,11.2,10.0,0.0,4.0
2018-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-07,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-08,0.0,18.0,0.0,3.0,0.0,0.0,20.0,0.0
2018-01-09,3.0,4.5,15.0,0.0,8.5,4.0,0.0,2.0
2018-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2018-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-12,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
2018-01-13,0.0,0.0,9.0,0.0,5.3,4.0,0.0,9.0
2018-01-14,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2018-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-16,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0
2018-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-20,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
2018-01-21,8.0,17.713293202141447,12.0,43.0,7.3,27.0,6.0,9.0
2018-01-22,0.0,8.941146283516165,0.0,0.0,1.6,3.0,0.0,2.0
2018-01-23,0.0,4.357019272140709,1.0,1.0,0.0,0.0,19.0,0.0
2018-01-24,12.0,28.276049630675598,10.0,10.0,10.8,14.0,26.0,17.0
2018-01-25,27.0,32.12018835517409,60.0,24.0,21.1,43.0,0.0,49.0
2018-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-04,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
2018-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-06,16.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
2018-02-07,3.0,20.5,0.0,0.0,0.0,4.0,13.0,13.0
2018-02-08,0.0,18.0,18.0,0.0,0.0,0.0,9.0,9.0
2018-02-09,0.0,4.5,0.0,0.0,0.0,0.0,7.0,7.0
2018-02-10,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
2018-02-11,7.0,0.0,48.0,9.0,3.2,8.0,9.0,9.0
2018-02-12,0.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0
2018-02-13,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-14,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0
2018-02-15,182.0,190.5,157.0,0.0,214.5,154.0,141.0,141.0
2018-02-16,0.0,11.0,6.0,0.0,0.0,0.0,3.0,3.0
2018-02-17,0.0,83.0,4.0,14.0,0.0,0.0,0.0,0.0
2018-02-18,18.0,31.0,22.0,6.0,12.2,22.0,31.0,31.0
2018-02-19,0.0,2.0,5.0,6.0,6.2,2.0,7.0,7.0
2018-02-20,82.0,15.0,89.0,50.0,37.6,48.0,39.0,39.0
2018-02-21,0.0,3.0,0.0,0.0,0.8,1.0,0.0,0.0
2018-02-22,0.0,7.5,18.0,0.0,0.0,0.0,2.0,2.0
2018-02-23,0.0,38.0,7.0,61.0,46.0,2.0,1.0,1.0
2018-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-25,0.0,12.0,1.0,0.0,0.0,2.0,3.0,3.0
2018-02-26,7.0,9.0,69.5,14.0,8.3,1.0,0.0,0.0
2018-02-27,0.0,0.0,0.0,42.0,0.0,8.0,17.0,17.0
2018-02-28,22.0,0.0,10.0,3.0,54.3,0.0,2.0,2.0
2018-03-01,0.0,4.5,0.0,0.0,1.5,0.0,0.0,6.0
2018-03-02,7.481815351112886,67.0,13.0,18.0,9.2,16.0,17.712021866377693,16.016146274414062
2018-03-03,9.866708645074437,0.0,8.0,0.0,16.5,11.0,9.038756358775627,10.236362059903215
2018-03-04,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.6
2018-03-05,3.447694703597263,33.0,24.0,24.0,4.2,2.0,11.217418577012387,12.192881014091189
2018-03-06,1.1026887820776494,1.0,0.0,5.5,1.3,0.0,1.7676369847787319,0.4566395544011723
2018-03-07,13.767059866237268,47.0,48.0,17.0,7.5,17.0,14.888713438636177,14.858605574672238
2018-03-08,12.415497512420334,2.0,1.5,0.0,2.2,1.0,1.8294111320757738,6.320801306334491
2018-03-09,5.432325630754391,42.0,47.0,9.0,9.0,1.0,3.492417720332646,0.5581672985919107
2018-03-10,5.231691862594192,2.0,18.0,11.5,18.3,3.0,11.311333503651218,8.224076850166218
2018-03-11,9.92094605567666,13.0,5.0,6.5,13.4,13.0,25.281397677104856,18.950846805505716
2018-03-12,2.0,0.0,1.0,11.5,0.0,0.0,30.400000000000002,2.8
2018-03-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-03-14,2.5104702300068906,11.0,0.0,21.0,9.3,13.0,3.4910275987550037,8.656580241034884
2018-03-15,4.9387494080683325,2.5,0.0,6.5,4.3,0.0,5.947713548103486,2.4049805958513373
2018-03-16,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
2018-03-17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-03-18,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-03-19,4.750595678168554,1.5,3.0,0.0,0.5,0.0,0.12287713306519583,1.698764754396911
2018-03-20,14.14696035050511,13.0,85.0,95.0,45.0,17.0,20.788060302820504,20.86069682527272
2018-03-21,29.35980096510886,11.5,95.0,81.0,93.0,5.0,94.05987895652781,25.582592414821445
2018-03-22,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-03-23,3.27264299693258,28.5,3.0,0.0,2.0,4.0,6.946894501847624,3.473089744373523
2018-03-24,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-03-25,23.982310748516227,14.0,2.0,0.0,0.8,5.0,4.855649504932088,8.869915979009093
2018-03-26,6.5033760965450575,34.5,11.0,6.5,8.7,17.0,14.050534804761826,20.251420292170657
2018-03-27,28.29909024729865,27.0,30.0,39.0,45.5,22.0,51.05404871225335,27.824448936384613
2018-03-28,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-03-29,2.0,0.0,0.0,18.0,0.0,0.0,0.2,2.4
2018-03-30,2.8624874612890108,0.0,9.0,71.0,0.0,24.0,5.6466496381909765,16.618751129131905
2018-03-31,19.329555710107837,0.0,47.0,0.0,30.6,13.0,9.45336462185403,17.49609193772226
2018-04-01,6.0,0.0,6.0,0.0,0.0,29.0,14.0,15.0
2018-04-02,0.0,48.0,21.0,0.0,26.5,22.0,0.0,27.0
2018-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-04,33.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0
2018-04-05,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
2018-04-06,0.0,7.5,24.0,0.0,5.0,1.0,4.0,9.0
2018-04-07,0.0,1.0,0.0,0.0,0.0,13.0,0.0,5.0
2018-04-08,0.0,6.5,2.0,0.0,2.3,12.0,0.0,21.0
2018-04-09,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
2018-04-10,21.0,5.0,3.0,59.5,33.5,36.0,0.0,96.0
2018-04-11,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2018-04-12,0.0,0.0,0.0,0.0,0.5,1.0,0.0,2.0
2018-04-13,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2018-04-14,16.0,9.0,0.0,0.0,13.5,0.0,1.0,7.0
2018-04-15,4.0,11.0,0.0,0.0,2.5,12.0,38.0,11.0
2018-04-16,8.0,22.0,81.0,25.0,52.7,9.0,58.0,22.0
2018-04-17,64.0,26.0,25.0,19.0,10.3,16.0,1.0,11.0
2018-04-18,12.0,8.0,13.0,3.0,1.0,7.0,6.0,16.0
2018-04-19,10.0,0.0,16.0,1.0,9.0,43.0,5.0,25.0
2018-04-20,28.0,0.0,15.0,56.0,15.5,3.0,1.0,10.0
2018-04-21,11.0,14.0,0.0,2.0,1.3,2.0,0.0,2.0
2018-04-22,0.0,22.0,22.0,0.0,1.0,3.0,95.0,3.0
2018-04-23,46.0,28.5,5.0,41.0,61.3,89.0,36.0,120.0
2018-04-24,17.0,14.0,20.0,23.0,42.0,28.0,16.0,16.0
2018-04-25,25.0,0.0,0.0,3.5,20.2,3.0,0.0,18.0
2018-04-26,28.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
2018-04-27,0.0,13.5,10.5,0.0,1.3,1.0,0.0,4.0
2018-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-30,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
2018-05-01,0.0,0.0,10.5,0.0,2.5,0.0,27.0,1.0
2018-05-02,0.0,0.0,0.0,0.0,10.3,8.0,7.0,25.0
2018-05-03,6.0,3.0,0.0,6.0,1.5,0.0,32.0,2.0
2018-05-04,0.0,26.0,7.0,2.0,1.8,4.0,0.0,20.0
2018-05-05,0.0,6.5,3.0,1.0,0.0,12.0,0.0,27.0
2018-05-06,0.0,0.0,5.0,0.0,2.5,0.0,4.0,10.0
2018-05-07,5.0,35.0,22.0,1.0,5.8,10.0,1.0,2.0
2018-05-08,15.0,3.0,0.0,0.0,11.5,17.0,0.0,4.0
2018-05-09,0.6,0.0,0.0,0.0,0.0,6.0,0.0,0.0
2018-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-11,0.0,0.0,23.0,0.0,7.0,0.0,29.0,6.0
2018-05-12,0.0,16.0,29.0,45.0,8.1,7.0,13.0,13.0
2018-05-13,16.0,11.0,1.0,9.0,6.3,0.0,0.0,0.0
2018-05-14,8.0,9.0,0.0,0.0,0.5,4.0,29.0,2.0
2018-05-15,21.0,3.5,11.0,0.0,70.5,4.0,3.0,29.0
2018-05-16,14.0,9.0,12.0,16.0,10.0,2.0,24.0,31.0
2018-05-17,32.0,14.5,14.0,8.0,15.0,2.0,0.0,6.0
2018-05-18,3.0,2.5,0.0,10.0,0.0,0.0,29.0,1.0
2018-05-19,75.0,4.0,64.0,0.0,20.5,4.0,2.0,35.0
2018-05-20,0.0,0.0,5.0,64.0,2.5,6.0,0.0,6.0
2018-05-21,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0
2018-05-22,13.0,0.0,0.0,18.0,3.0,2.0,11.0,3.0
2018-05-23,6.0,0.0,40.0,6.0,8.3,5.0,41.0,34.0
2018-05-24,0.0,15.5,3.0,18.0,4.5,18.0,0.0,5.945541499733269
2018-05-25,8.0,3.5,0.0,18.0,0.8,0.0,5.0,1.0
2018-05-26,18.0,13.0,40.0,18.0,5.2,0.0,118.0,10.0
2018-05-27,32.0,24.0,0.0,72.0,105.0,76.0,49.0,85.0
2018-05-28,60.0,29.0,45.0,18.0,21.5,42.0,4.0,44.0
2018-05-29,10.0,7.0,53.0,18.5,17.0,0.0,3.0,6.0
2018-05-30,7.0,19.5,0.0,2.0,3.3,28.0,0.0,54.0
2018-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2018-06-01,2.8,3.0,0.0,0.0,0.0,8.0,0.0,0.0
2018-06-02,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-03,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-04,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-05,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-06,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-07,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3333333333333333
2018-06-08,6.625923421633674,22.0,0.0,2.0,5.1,2.0,1.5427567684927475,3.6085543260797053
2018-06-09,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-14,0.0,0.0,2.0,0.0,0.0,0.0,0.8,0.2
2018-06-15,3.5736107295337227,8.0,5.0,10.0,9.5,0.0,11.205075539029892,14.120476207983682
2018-06-16,3.2372553025612008,0.0,3.0,1.0,1.0,0.0,0.1743137470609877,14.531180779768167
2018-06-17,3.160000000000026,20.0,1.0,0.0,0.0,0.0,0.0,5.0
2018-06-18,4.0694627255166695,0.0,6.0,0.0,0.0,85.0,0.0,1.0
2018-06-19,5.692680195429567,0.0,0.0,6.0,13.7,0.0,6.790653051575209,27.01139187313289
2018-06-20,0.0,0.0,0.0,0.0,0.0,15.0,1.6,2.0
2018-06-21,0.0,14.0,0.0,15.0,1.0,0.0,1.001532408253312,3.0587481891968626
2018-06-22,4.6,20.0,0.0,0.0,0.0,11.0,0.2,0.0
2018-06-23,6.005420945657224,14.0,13.0,0.0,1.0,13.0,2.5834904382407076,3.3028388901699395
2018-06-24,89.9525622037025,20.0,155.0,153.0,112.0,89.0,93.31257964106234,75.81356359385015
2018-06-25,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-26,3.6640901761307676,30.0,12.0,6.0,6.0,5.0,3.0121476417311825,27.490967359857127
2018-06-27,5.934353867376449,6.0,8.0,4.0,3.0,3.0,14.805743030339311,9.608231675657793
2018-06-28,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-06-29,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.6
2018-06-30,12.112684126385107,0.0,6.0,0.0,1.0,0.0,0.0,0.21369224986354307
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2018-07-02,0.0,3.5,0.0,0.0,1.5,0.0,2.0,2.0
2018-07-03,0.0,0.0,0.0,0.0,1.5,0.0,1.0,3.0
2018-07-04,2.0,37.5,0.0,14.0,7.3,9.0,10.0,3.0
2018-07-05,0.0,5.5,0.0,0.0,1.5,19.0,0.0,16.0
2018-07-06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0
2018-07-07,0.0,7.5,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-09,10.0,4.5,5.0,0.0,0.0,8.0,42.0,4.0
2018-07-10,0.0,59.0,26.5,0.0,30.2,81.0,17.0,89.0
2018-07-11,0.0,9.5,8.0,30.0,16.2,13.0,0.0,15.0
2018-07-12,9.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
2018-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-14,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0
2018-07-15,5.0,0.0,40.0,44.0,4.0,0.0,0.0,3.0
2018-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-18,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
2018-07-19,29.0,37.0,13.5,23.0,15.3,32.0,4.0,33.0
2018-07-20,19.0,11.5,6.0,4.0,7.7,8.0,28.0,13.0
2018-07-21,8.0,15.0,10.0,23.5,25.0,20.0,0.0,14.0
2018-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-24,0.0,2.0,40.5,8.0,0.0,7.0,0.0,21.0
2018-07-25,0.0,5.5,0.0,0.0,0.0,0.0,0.0,7.0
2018-07-26,0.0,4.5,0.0,17.0,8.0,11.0,0.0,8.0
2018-07-27,0.0,4.5,0.0,0.0,0.0,2.0,3.0,4.0
2018-07-28,7.0,21.0,50.0,16.0,2.3,0.0,18.0,7.0
2018-07-29,3.0,5.5,0.0,0.0,18.5,0.0,1.0,4.0
2018-07-30,0.0,0.0,0.0,12.0,2.0,0.0,1.0,1.0
2018-07-31,0.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0
2018-08-01,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0
2018-08-02,3.270118336453153,32.5,5.0,4.0,1.3,0.0,2.079979890632447,4.77560317675018
2018-08-03,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2018-08-05,0.5230534976062151,0.0,0.0,3.0,3.3,11.0,1.4971581843969306,0.600734867000431
2018-08-06,0.0,7.5,0.0,0.0,2.5,0.0,0.0,0.0
2018-08-07,27.14583813730697,0.0,43.0,36.0,46.2,35.0,42.47640234999015,27.275265304527302
2018-08-08,0.0,19.0,0.0,0.0,4.7,0.0,0.0,0.0
2018-08-09,37.31983671641945,4.0,0.0,36.0,0.5,2.0,0.09958251363658085,0.0
2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-11,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-12,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-18,10.40873296369795,6.5,9.0,0.0,10.2,3.0,5.353326607560522,5.729608874733448
2018-08-19,0.0,0.0,0.0,8.5,0.0,0.0,8.4,0.4
2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2018-08-22,10.21965587127493,34.0,25.0,7.0,7.8,67.0,8.463340956468954,14.963014621979342
2018-08-23,9.9816305584547,14.0,50.0,7.0,5.6,15.0,4.643675304565638,14.842163531991192
2018-08-24,5.49268283388206,2.5,0.0,5.0,7.5,1.0,3.298547769348864,0.6742213441599977
2018-08-25,6.317440611150894,0.0,30.0,14.0,22.5,3.0,18.276161478129573,6.468015530752239
